Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP0664,43,1,Sales,Retail,23,Remote,22,8,1,3,2,0,0,1,1,5,2,3,Africa
EMP0665,46,4,Marketing,Consulting,25,Onsite,36,2,1,3,1,1,1,2,1,3,2,1,South America
EMP0666,38,3,Project Manager,Retail,29,Onsite,50,3,5,1,3,0,0,4,0,1,1,1,Oceania
EMP0667,22,1,HR,Retail,11,Hybrid,36,13,5,3,1,1,2,4,0,2,1,3,Asia
EMP0668,41,3,Data Scientist,Finance,33,Remote,39,13,4,2,2,0,0,5,0,3,1,3,North America
EMP0669,50,2,Sales,Education,31,Hybrid,32,15,5,2,0,1,0,4,1,4,1,3,Oceania
EMP0670,50,4,Marketing,Manufacturing,12,Hybrid,53,10,2,1,0,0,0,2,0,2,2,3,Africa
EMP0671,42,4,Software Engineer,Education,5,Remote,57,12,5,2,3,1,1,1,1,4,1,3,Europe
EMP0672,22,3,Designer,Retail,27,Remote,25,12,4,3,2,1,2,4,2,2,1,1,Europe
EMP0673,60,1,Sales,IT,6,Onsite,25,6,3,2,3,1,2,2,1,1,0,1,Asia
EMP0674,58,4,Sales,Manufacturing,2,Remote,25,7,2,1,0,0,1,4,0,2,1,1,Asia
EMP0675,32,3,HR,IT,33,Remote,52,3,4,3,3,0,2,3,2,2,2,1,Europe
EMP0676,32,2,Sales,Manufacturing,6,Hybrid,44,15,2,2,1,1,0,4,1,2,2,2,Oceania
EMP0677,44,1,Sales,Healthcare,20,Remote,27,7,1,3,3,0,1,5,0,5,2,2,North America
EMP0678,42,4,Software Engineer,Retail,30,Remote,37,15,2,2,3,1,2,2,0,3,1,1,Africa
EMP0679,25,4,HR,IT,33,Onsite,39,15,3,2,0,1,2,2,2,3,0,2,South America
EMP0680,43,2,Data Scientist,Consulting,32,Hybrid,40,7,4,2,3,0,0,5,1,1,1,2,Europe
EMP0681,39,2,Project Manager,Finance,1,Hybrid,60,5,5,3,3,0,0,4,2,3,2,1,Oceania
EMP0682,53,4,Data Scientist,IT,10,Onsite,53,15,4,2,2,1,2,3,0,4,2,2,Oceania
EMP0683,30,4,Sales,Consulting,1,Onsite,35,8,5,2,3,1,0,1,2,4,0,1,North America
EMP0684,40,3,Sales,Manufacturing,21,Onsite,44,0,4,2,3,0,0,4,0,2,0,2,Africa
EMP0685,53,4,Data Scientist,IT,28,Remote,60,5,1,2,0,0,1,2,2,2,0,3,Africa
EMP0686,59,2,Sales,Finance,4,Onsite,27,14,2,3,3,1,0,2,1,4,0,2,Africa
EMP0687,39,4,Data Scientist,Healthcare,20,Remote,39,1,4,1,0,0,2,5,1,2,1,3,Asia
EMP0688,57,3,Data Scientist,IT,31,Remote,31,1,3,1,1,0,2,1,2,1,2,2,Africa
EMP0689,57,2,Marketing,Education,11,Hybrid,25,0,4,3,3,1,2,3,0,2,2,2,South America
EMP0690,45,4,Software Engineer,Education,5,Hybrid,21,10,1,2,2,1,1,4,2,4,1,3,Asia
EMP0691,31,4,Marketing,Finance,16,Onsite,49,7,3,2,1,1,0,4,2,3,0,3,South America
EMP0692,44,1,Designer,Retail,6,Remote,54,10,3,1,3,0,2,4,0,5,2,1,Oceania
EMP0693,47,3,HR,Finance,23,Hybrid,56,6,5,2,2,0,0,5,1,3,2,2,Oceania
EMP0694,54,3,HR,Retail,16,Hybrid,57,6,5,1,0,1,1,1,1,1,2,2,Europe
EMP0695,48,2,Software Engineer,Healthcare,18,Remote,43,1,3,1,0,1,2,1,1,1,1,1,Oceania
EMP0696,58,2,Marketing,Retail,3,Onsite,59,9,5,2,0,0,2,4,0,3,0,1,North America
EMP0697,29,2,HR,IT,29,Onsite,44,4,1,2,3,0,1,3,2,1,1,1,Europe
EMP0698,43,1,Project Manager,Manufacturing,21,Hybrid,24,13,1,3,2,0,1,4,0,2,1,1,Africa
EMP0699,53,2,Designer,Retail,17,Onsite,60,12,3,2,3,0,0,4,1,5,2,3,Africa
EMP0700,43,4,Data Scientist,Finance,12,Hybrid,28,6,3,3,2,0,2,3,2,5,1,3,Oceania
EMP0701,47,3,Designer,Consulting,18,Onsite,42,15,3,2,0,0,2,1,2,3,2,1,South America
EMP0702,26,3,Designer,Finance,25,Remote,26,9,2,3,0,0,0,5,0,3,0,2,North America
EMP0703,57,3,HR,Healthcare,23,Onsite,28,12,1,2,0,1,2,5,1,1,1,1,North America
EMP0704,36,2,Project Manager,Manufacturing,1,Onsite,45,4,1,2,3,1,2,5,0,4,0,2,South America
EMP0705,26,2,Marketing,IT,5,Remote,37,2,2,1,0,0,1,1,2,3,0,3,Oceania
EMP0706,47,1,Designer,Retail,4,Remote,31,12,3,1,3,1,2,1,2,2,0,2,Africa
EMP0707,59,1,Software Engineer,Consulting,7,Remote,22,10,2,2,0,0,1,2,0,4,0,2,Africa
EMP0708,59,2,Project Manager,Consulting,35,Remote,48,0,4,2,0,1,1,3,1,1,1,2,Asia
EMP0709,40,4,Designer,Education,7,Onsite,55,9,3,1,0,0,1,5,0,4,0,2,North America
EMP0710,31,1,Project Manager,IT,3,Onsite,60,15,4,3,2,1,1,1,2,1,0,3,Asia
EMP0711,37,4,HR,Education,14,Onsite,40,12,3,3,0,0,0,2,2,5,0,2,Oceania
EMP0712,54,4,Software Engineer,Retail,8,Hybrid,30,9,4,1,2,1,2,1,0,4,2,1,Europe
EMP0713,43,2,Designer,Finance,2,Hybrid,54,9,3,3,2,0,0,5,0,3,1,1,Asia
EMP0714,24,1,Sales,IT,7,Remote,44,7,1,3,2,0,0,2,0,5,2,1,Asia
EMP0715,29,2,Software Engineer,Manufacturing,19,Remote,43,5,5,2,2,1,0,1,2,5,0,2,North America
EMP0716,41,4,Designer,Consulting,11,Onsite,35,7,4,3,1,1,0,2,1,5,2,3,North America
EMP0717,51,2,Software Engineer,Finance,7,Remote,27,0,1,3,2,0,2,2,1,3,0,2,Asia
EMP0718,38,3,Software Engineer,Healthcare,23,Onsite,57,14,3,2,3,0,1,2,0,1,1,2,South America
EMP0719,56,2,Data Scientist,Healthcare,4,Onsite,35,9,2,3,3,1,1,3,2,3,0,1,Africa
EMP0720,41,3,Designer,Consulting,30,Remote,26,6,5,1,2,1,1,1,2,1,0,2,Asia
EMP0721,28,2,Designer,Healthcare,15,Hybrid,38,8,2,2,2,1,0,3,1,4,1,3,Europe
EMP0722,49,4,HR,Consulting,1,Hybrid,54,14,5,1,3,0,0,5,0,1,0,2,Europe
EMP0723,49,2,Marketing,Manufacturing,27,Hybrid,37,13,4,2,3,1,0,5,0,5,0,3,Europe
EMP0724,55,3,Software Engineer,Finance,16,Onsite,35,10,2,1,3,1,2,1,1,4,2,3,Europe
EMP0725,60,4,Software Engineer,IT,12,Hybrid,51,2,2,3,3,1,1,5,2,5,0,3,South America
EMP0726,45,1,Sales,Healthcare,12,Remote,56,12,4,2,2,0,0,3,1,3,1,1,Oceania
EMP0727,41,2,Sales,Healthcare,10,Remote,59,4,1,2,2,0,2,5,1,3,1,2,Europe
EMP0728,52,1,Data Scientist,Manufacturing,1,Onsite,28,12,3,1,0,0,2,5,1,1,2,3,Asia
EMP0729,60,4,Designer,Finance,32,Remote,51,14,2,2,0,1,2,1,0,5,2,2,Asia
EMP0730,53,3,Project Manager,Consulting,19,Onsite,45,6,1,2,0,1,1,3,2,2,1,2,Europe
EMP0731,42,4,Designer,Education,13,Hybrid,23,3,4,3,2,1,0,1,1,2,2,3,Asia
EMP0732,43,4,Data Scientist,Education,14,Hybrid,34,9,2,3,1,1,0,2,0,4,1,2,Oceania
EMP0733,43,2,Designer,IT,11,Remote,34,9,3,2,3,1,1,2,1,3,0,3,Europe
EMP0734,40,1,Software Engineer,Retail,3,Onsite,31,6,5,3,0,1,1,3,2,4,0,1,Asia
EMP0735,49,2,Designer,Retail,30,Hybrid,35,3,3,2,3,0,1,1,2,1,1,2,Asia
EMP0736,24,2,Marketing,Manufacturing,5,Remote,32,5,5,1,3,1,1,2,2,2,1,2,Oceania
EMP0737,30,4,Software Engineer,Finance,12,Hybrid,45,4,4,2,1,0,0,5,2,4,2,3,South America
EMP0738,55,4,HR,Education,27,Remote,45,10,4,3,0,0,2,1,1,5,2,1,Africa
EMP0739,28,4,Project Manager,Retail,21,Hybrid,37,7,5,1,0,1,1,2,2,2,1,1,Africa
EMP0740,42,4,Sales,Manufacturing,17,Remote,41,12,3,2,2,0,1,2,2,3,0,2,Asia
EMP0741,60,3,Designer,Finance,35,Hybrid,59,11,1,2,3,0,2,2,2,3,2,2,South America
EMP0742,42,1,Marketing,Manufacturing,10,Remote,32,2,3,3,0,0,1,4,2,2,0,3,Africa
EMP0743,55,2,Marketing,Consulting,14,Hybrid,40,4,5,2,3,1,1,1,1,4,0,2,Asia
EMP0744,53,3,Software Engineer,Healthcare,19,Onsite,39,14,2,3,2,1,0,4,2,2,0,1,North America
EMP0745,46,2,HR,Healthcare,30,Onsite,60,12,1,2,3,0,2,5,2,2,1,1,North America
EMP0746,26,3,Designer,Healthcare,18,Remote,28,0,4,2,2,0,2,1,2,2,1,3,South America
EMP0747,53,2,HR,IT,1,Hybrid,32,9,1,2,0,0,1,2,1,5,2,2,Europe
EMP0748,29,2,HR,Finance,30,Onsite,56,11,2,3,3,1,0,5,2,4,1,3,Asia
EMP0749,43,1,Project Manager,Finance,23,Remote,23,0,1,3,3,1,1,5,2,1,2,1,North America
EMP0750,22,2,Sales,IT,18,Onsite,51,1,4,1,2,0,1,5,1,5,0,1,South America
EMP0751,51,3,Data Scientist,IT,22,Remote,32,11,3,2,1,1,2,4,0,5,2,3,South America
EMP0752,33,4,Designer,Healthcare,23,Remote,35,12,5,2,0,0,2,4,1,2,0,1,Asia
EMP0753,43,1,Data Scientist,Healthcare,26,Remote,54,7,5,2,2,0,0,3,2,1,2,2,South America
EMP0754,56,1,Data Scientist,Education,33,Remote,44,4,2,3,0,0,1,3,2,4,0,2,Oceania
EMP0755,59,4,Designer,Consulting,17,Remote,36,2,1,1,1,1,1,3,1,4,2,2,North America
EMP0756,47,2,Marketing,Manufacturing,11,Remote,24,5,1,2,2,1,2,3,2,3,1,1,South America
EMP0757,49,2,Software Engineer,Retail,19,Onsite,24,9,2,1,3,0,0,2,1,5,2,1,South America
EMP0758,35,3,Designer,Manufacturing,26,Remote,32,5,3,1,2,0,2,1,0,4,0,3,South America
EMP0759,58,3,Software Engineer,Education,15,Hybrid,21,3,5,2,0,0,2,3,0,1,0,3,South America
EMP0760,36,2,HR,Healthcare,12,Hybrid,20,4,5,2,3,1,2,2,0,1,1,3,Africa
EMP0761,22,1,Data Scientist,IT,13,Onsite,59,14,2,3,0,1,0,1,0,1,1,1,Europe
EMP0762,33,2,Project Manager,IT,26,Hybrid,44,4,1,3,3,1,1,2,1,1,0,3,Africa
EMP0763,56,2,Marketing,Retail,6,Remote,57,0,3,1,0,1,1,4,0,5,1,2,South America
EMP0764,29,3,Software Engineer,Finance,31,Onsite,56,7,1,2,3,1,1,3,0,4,1,1,North America
EMP0765,39,2,Software Engineer,Education,5,Hybrid,51,0,1,2,1,1,1,3,0,3,0,1,North America
EMP0766,33,2,Designer,Retail,24,Hybrid,23,15,2,3,1,1,2,4,0,1,0,2,Europe
EMP0767,41,3,Marketing,Retail,20,Onsite,34,8,5,1,1,0,2,2,2,1,1,2,Europe
EMP0768,40,1,Marketing,Consulting,3,Remote,45,0,2,2,1,1,1,2,0,3,2,3,Europe
EMP0769,36,2,Software Engineer,Healthcare,8,Remote,50,0,4,1,0,1,0,2,2,1,1,3,South America
EMP0770,40,3,Project Manager,Healthcare,9,Remote,27,6,5,2,3,0,2,2,0,5,2,3,Oceania
EMP0771,33,1,Marketing,IT,3,Onsite,60,12,4,1,0,1,1,2,0,1,2,3,North America
EMP0772,30,4,Designer,Education,23,Remote,45,9,1,2,3,0,2,5,2,2,1,3,Asia
EMP0773,40,3,Marketing,Healthcare,8,Onsite,41,6,3,1,0,0,2,1,2,1,2,3,Europe
EMP0774,58,1,Project Manager,Manufacturing,26,Onsite,25,5,1,2,2,1,1,1,1,3,2,1,South America
EMP0775,45,1,Project Manager,Education,6,Hybrid,40,1,2,3,1,0,2,2,1,3,2,3,North America
EMP0776,40,1,Sales,Healthcare,9,Remote,58,10,1,2,3,1,2,3,2,2,1,2,North America
EMP0777,38,2,Designer,Consulting,20,Hybrid,36,7,5,2,1,1,2,5,1,5,0,2,North America
EMP0778,55,1,Marketing,Finance,12,Onsite,38,6,2,2,0,0,1,4,2,4,2,1,Asia
EMP0779,29,2,Project Manager,Manufacturing,30,Hybrid,21,15,5,2,1,1,2,1,0,4,1,1,Africa
EMP0780,31,2,Designer,Retail,6,Remote,59,15,3,3,2,1,2,3,1,1,2,1,Asia
EMP0781,60,3,Designer,Finance,8,Hybrid,47,0,2,3,1,1,1,3,2,5,2,1,North America
EMP0782,40,3,HR,IT,21,Onsite,21,1,3,3,2,0,2,1,0,5,0,3,Oceania
EMP0783,24,3,Data Scientist,Consulting,8,Onsite,26,8,1,1,0,1,2,1,2,4,2,1,Africa
EMP0784,30,3,Project Manager,Manufacturing,19,Hybrid,58,7,2,2,1,0,0,2,1,3,2,3,Africa
EMP0785,28,4,Software Engineer,IT,15,Remote,42,7,3,3,0,0,1,3,2,3,0,1,Europe
EMP0786,46,4,HR,Education,19,Onsite,30,8,3,1,1,1,1,5,0,2,0,3,South America
EMP0787,22,4,HR,Healthcare,34,Hybrid,46,0,4,2,0,0,2,1,2,2,1,1,Asia
EMP0788,22,3,Marketing,Healthcare,21,Remote,48,5,3,3,0,1,1,3,0,5,2,2,Africa
EMP0789,25,3,Designer,Healthcare,23,Onsite,38,0,2,2,3,1,1,2,2,4,2,1,South America
EMP0790,26,4,Data Scientist,Finance,5,Onsite,26,8,5,1,2,1,1,5,2,2,1,2,Asia
EMP0791,46,3,Data Scientist,Manufacturing,5,Hybrid,59,10,5,2,0,0,0,2,0,1,0,1,North America
EMP0792,46,3,Marketing,Healthcare,24,Remote,24,11,1,2,0,1,2,2,1,2,0,3,Africa
EMP0793,60,4,Data Scientist,IT,8,Hybrid,50,12,1,3,3,0,0,2,2,5,2,2,Oceania
EMP0794,55,2,Marketing,Consulting,18,Remote,53,3,2,3,1,0,1,3,0,3,2,2,Asia
EMP0795,25,4,Sales,Education,7,Onsite,48,1,5,1,3,1,0,4,2,1,2,1,Europe
EMP0796,42,1,Software Engineer,IT,28,Hybrid,39,13,4,1,2,0,0,4,1,1,2,2,Africa
EMP0797,30,3,Software Engineer,Finance,13,Onsite,42,10,3,1,2,0,0,5,1,4,0,3,Europe
EMP0798,58,2,Data Scientist,IT,14,Remote,50,1,4,2,2,1,0,4,1,1,0,3,Africa
EMP0799,46,2,Data Scientist,Education,23,Onsite,59,6,4,3,0,1,1,3,2,4,0,3,Europe
EMP0800,36,1,Marketing,Consulting,7,Onsite,20,8,1,1,3,1,1,3,1,3,2,1,Africa
EMP0801,46,1,Marketing,Manufacturing,3,Remote,32,10,5,2,2,1,1,5,2,4,2,3,Europe
EMP0802,24,2,Data Scientist,Manufacturing,24,Hybrid,45,7,2,3,0,1,0,1,1,4,0,2,Africa
EMP0803,27,2,Sales,Education,2,Onsite,45,13,5,2,0,1,2,2,2,5,1,3,Oceania
EMP0804,39,4,Data Scientist,IT,6,Onsite,39,7,1,1,2,1,0,5,1,5,1,3,Oceania
EMP0805,40,3,Data Scientist,Retail,23,Hybrid,32,11,4,3,2,0,2,5,0,4,1,2,Asia
EMP0806,46,2,Project Manager,Retail,14,Onsite,59,14,5,3,2,1,2,4,1,5,0,1,Asia
EMP0807,45,4,Software Engineer,Healthcare,21,Remote,38,12,5,2,3,0,1,2,0,1,1,1,Asia
EMP0808,58,4,Designer,Education,8,Remote,24,9,5,1,1,1,1,5,1,5,0,3,Europe
EMP0809,33,1,Software Engineer,Retail,4,Onsite,38,7,4,2,0,0,2,4,0,1,0,1,Asia
EMP0810,41,4,HR,Manufacturing,26,Hybrid,36,2,3,1,3,0,0,4,2,3,1,2,Oceania
EMP0811,42,3,Designer,IT,35,Hybrid,56,5,5,1,1,0,0,4,1,3,1,1,Europe
EMP0812,34,3,Software Engineer,Healthcare,33,Hybrid,35,7,5,3,3,0,0,4,0,5,1,1,South America
EMP0813,25,3,Project Manager,Consulting,10,Onsite,22,9,5,2,0,1,1,2,1,5,2,1,Asia
EMP0814,46,1,Software Engineer,Retail,12,Remote,40,10,5,1,1,0,2,2,0,2,2,1,Asia
EMP0815,58,1,Software Engineer,Manufacturing,31,Hybrid,22,6,1,2,3,0,0,2,0,3,0,2,Europe
EMP0816,39,4,Software Engineer,Manufacturing,8,Hybrid,41,13,5,2,2,0,1,3,1,4,2,1,North America
EMP0817,35,3,Sales,Retail,23,Remote,53,4,4,1,2,0,0,1,1,3,2,3,Africa
EMP0818,28,3,Software Engineer,Retail,6,Hybrid,57,15,2,1,3,1,0,2,2,1,0,3,South America
EMP0819,35,2,Marketing,Education,9,Remote,51,7,3,2,1,1,1,3,0,2,2,2,Africa
EMP0820,59,2,Sales,Healthcare,23,Onsite,20,15,4,2,2,1,0,4,0,3,0,2,Asia
EMP0821,52,4,Sales,IT,18,Remote,56,12,2,3,2,0,1,1,2,3,0,2,Asia
EMP0822,52,2,Marketing,Manufacturing,16,Onsite,27,7,3,1,3,1,2,1,1,3,1,2,Asia
EMP0823,51,3,HR,Healthcare,17,Onsite,29,15,3,3,1,0,0,2,0,3,0,2,Asia
EMP0824,42,1,Designer,Retail,16,Onsite,52,7,5,1,0,1,1,2,0,2,1,2,Oceania
EMP0825,48,4,Sales,Healthcare,6,Onsite,45,3,4,1,2,1,1,5,0,5,1,3,Europe
EMP0826,24,1,Designer,Retail,9,Remote,58,7,5,1,2,0,0,4,2,3,1,2,South America
EMP0827,45,4,Marketing,Retail,19,Hybrid,23,3,4,3,2,0,0,2,2,5,1,3,Oceania
EMP0828,32,1,Sales,IT,33,Onsite,27,14,4,2,1,1,0,2,2,2,0,2,South America
EMP0829,50,4,Marketing,Healthcare,21,Hybrid,59,10,3,2,3,1,0,4,0,3,2,2,South America
EMP0830,46,3,Marketing,Healthcare,14,Onsite,40,12,4,2,2,1,1,3,1,2,1,2,Oceania
EMP0831,43,4,HR,IT,30,Onsite,59,11,1,3,0,1,2,3,1,1,2,1,Europe
EMP0832,30,1,Software Engineer,Manufacturing,2,Remote,58,4,4,3,0,1,0,1,0,4,2,2,Oceania
EMP0833,24,2,Data Scientist,IT,10,Remote,52,3,2,3,3,1,1,1,2,3,1,2,Asia
EMP0834,43,1,Data Scientist,Consulting,4,Hybrid,57,12,3,3,1,1,2,3,1,1,2,2,Asia
EMP0835,46,2,Sales,Manufacturing,12,Onsite,22,1,5,2,2,1,1,2,2,5,0,2,North America
EMP0836,55,3,Sales,IT,23,Remote,25,10,5,1,1,0,0,3,0,5,2,3,Europe
EMP0837,46,3,HR,Finance,4,Hybrid,57,14,1,2,0,0,0,1,2,5,1,1,North America
EMP0838,50,4,Project Manager,Finance,22,Hybrid,55,14,3,2,3,1,2,2,0,2,1,3,North America
EMP0839,54,1,HR,Retail,9,Onsite,51,1,4,2,1,0,1,2,0,4,1,1,Asia
EMP0840,31,4,Sales,Retail,15,Onsite,32,9,1,3,0,1,1,3,1,1,2,1,Oceania
EMP0841,51,3,Sales,Education,1,Hybrid,47,12,5,2,2,1,2,3,1,5,0,2,North America
EMP0842,51,3,Designer,Manufacturing,3,Onsite,42,12,3,1,3,0,1,5,2,2,0,3,South America
EMP0843,41,4,Designer,Finance,25,Remote,56,15,2,3,2,1,1,4,0,2,1,1,Asia
EMP0844,60,4,Project Manager,Education,12,Onsite,40,7,2,3,0,1,1,1,1,3,0,2,Oceania
EMP0845,27,4,Designer,Healthcare,28,Onsite,36,12,1,3,2,1,0,4,1,5,2,2,Oceania
EMP0846,39,2,Project Manager,Finance,5,Hybrid,31,5,5,1,3,0,1,3,1,1,2,1,Africa
EMP0847,57,4,HR,Retail,5,Onsite,42,1,5,2,2,0,0,3,0,5,1,3,Asia
EMP0848,32,4,Marketing,IT,4,Remote,34,7,5,3,2,1,2,1,1,1,2,3,Europe
EMP0849,42,3,HR,Consulting,25,Onsite,56,9,3,3,0,1,1,4,0,2,2,1,Oceania
EMP0850,43,3,Software Engineer,Manufacturing,10,Remote,53,15,2,2,0,0,2,4,0,1,2,2,North America
EMP0851,58,4,Data Scientist,Finance,32,Onsite,25,15,1,3,1,0,0,4,0,4,2,3,Africa
EMP0852,25,2,Sales,IT,32,Remote,31,15,3,1,1,0,1,2,2,1,1,1,Oceania
EMP0853,59,1,Marketing,Healthcare,30,Hybrid,21,3,2,3,0,0,2,2,0,1,0,1,Oceania
EMP0854,28,4,HR,Finance,19,Remote,58,9,1,2,0,0,0,4,0,4,0,1,Asia
EMP0855,41,1,HR,IT,5,Remote,29,13,1,3,0,0,2,3,2,1,0,1,Europe
EMP0856,45,3,Designer,Manufacturing,28,Remote,56,5,1,3,2,0,2,4,1,1,1,2,Asia
EMP0857,37,2,Sales,Healthcare,14,Remote,48,1,1,1,1,1,0,3,2,2,1,1,Oceania
EMP0858,27,3,Software Engineer,Manufacturing,2,Hybrid,60,2,1,1,3,0,2,3,1,4,2,2,South America
EMP0859,46,1,Project Manager,Retail,29,Hybrid,26,8,5,3,3,1,0,3,0,4,1,3,Asia
EMP0860,48,4,Data Scientist,IT,15,Onsite,21,8,1,3,0,1,0,3,2,2,1,3,Europe
EMP0861,35,4,Marketing,Healthcare,27,Onsite,20,8,3,3,2,0,0,3,1,4,0,1,Europe
EMP0862,32,2,Data Scientist,Finance,26,Onsite,58,9,1,1,3,1,2,3,0,4,0,1,South America
EMP0863,36,1,Marketing,Retail,10,Hybrid,39,10,3,2,1,0,2,5,0,1,2,1,North America
EMP0864,24,3,Data Scientist,Healthcare,6,Onsite,43,11,2,3,3,1,0,4,2,1,2,1,Asia
EMP0865,58,1,Sales,Healthcare,19,Remote,43,13,3,2,0,1,0,3,1,4,2,1,North America
EMP0866,53,3,Marketing,Consulting,25,Onsite,28,5,2,1,0,1,0,5,1,3,1,2,South America
EMP0867,35,4,HR,Consulting,32,Hybrid,24,13,3,1,0,0,1,4,1,1,1,2,Africa
EMP0868,26,4,Project Manager,Education,5,Hybrid,51,0,4,1,0,1,1,2,1,1,2,3,North America
EMP0869,50,3,Data Scientist,Healthcare,29,Remote,29,14,1,2,1,0,0,2,0,1,1,1,Africa
EMP0870,33,3,Sales,Manufacturing,16,Onsite,55,4,3,1,2,1,1,3,0,4,2,3,North America
EMP0871,30,1,Sales,Finance,6,Remote,40,3,5,2,1,1,0,5,1,1,0,3,South America
EMP0872,60,3,Marketing,Finance,12,Onsite,43,3,1,3,2,1,1,3,2,2,0,1,Asia
EMP0873,59,1,Software Engineer,Education,22,Hybrid,29,2,1,2,1,0,2,5,0,2,1,2,Europe
EMP0874,57,3,Designer,Healthcare,35,Hybrid,48,9,1,3,2,1,0,4,0,1,1,1,Africa
EMP0875,47,4,Designer,Manufacturing,1,Hybrid,38,10,4,1,0,0,0,4,0,3,2,1,North America
EMP0876,37,4,Designer,Consulting,33,Hybrid,42,1,3,1,2,1,1,4,2,5,0,2,North America
EMP0877,37,3,Software Engineer,Retail,2,Remote,34,14,3,1,3,0,0,2,2,2,2,2,Europe
EMP0878,35,2,HR,Consulting,8,Hybrid,48,7,3,3,3,0,0,1,0,4,0,3,Africa
EMP0879,49,3,Sales,Manufacturing,26,Remote,57,3,4,1,1,0,0,3,2,4,2,2,South America
EMP0880,42,1,Marketing,Retail,22,Onsite,59,8,5,3,1,0,1,4,1,1,2,2,Africa
EMP0881,53,3,Project Manager,Education,17,Onsite,30,10,2,1,0,0,2,2,2,4,1,1,Africa
EMP0882,29,2,Software Engineer,IT,28,Onsite,29,9,5,1,0,1,2,4,1,5,1,3,Oceania
EMP0883,31,1,Project Manager,Education,25,Remote,21,10,1,3,3,1,2,5,1,5,1,1,Africa
EMP0884,47,3,Project Manager,Retail,30,Remote,23,14,1,3,1,1,2,4,1,1,2,1,Oceania
EMP0885,57,2,Software Engineer,Consulting,34,Remote,53,1,2,3,1,0,2,3,1,2,0,2,South America
EMP0886,59,3,Designer,Finance,13,Hybrid,30,6,1,3,0,0,0,3,1,2,2,1,North America
EMP0887,51,1,Marketing,Retail,19,Onsite,60,10,5,2,3,0,0,4,0,2,1,2,Asia
EMP0888,30,1,Software Engineer,Consulting,20,Onsite,50,5,2,1,2,1,2,2,0,5,0,3,Oceania
EMP0889,46,4,Marketing,IT,25,Remote,31,14,4,1,1,1,1,3,1,4,1,2,Africa
EMP0890,39,1,Software Engineer,Manufacturing,19,Hybrid,49,0,4,2,2,0,1,2,2,5,1,3,Africa
EMP0891,57,4,HR,Consulting,2,Remote,35,4,4,1,0,1,2,4,0,5,1,2,Oceania
EMP0892,36,1,HR,Education,35,Remote,26,14,1,2,1,0,2,1,2,1,0,2,North America
EMP0893,28,4,Marketing,Retail,23,Onsite,60,15,2,2,0,1,0,4,0,1,0,1,Oceania
EMP0894,60,4,Project Manager,Healthcare,3,Onsite,30,10,1,2,3,1,1,1,1,5,0,2,Europe
EMP0895,38,4,Data Scientist,Consulting,21,Remote,25,6,4,3,1,1,2,3,0,2,0,2,South America
EMP0896,45,2,Marketing,Retail,9,Remote,42,2,2,2,2,0,2,1,0,2,0,2,Asia
EMP0897,53,2,Sales,Finance,9,Remote,46,13,1,2,2,1,0,5,2,3,0,3,North America
EMP0898,57,3,Software Engineer,Healthcare,10,Onsite,41,9,3,3,2,0,2,4,0,3,2,1,South America
EMP0899,56,2,Marketing,Retail,1,Onsite,39,10,4,3,3,0,0,4,2,5,1,3,Asia
EMP0900,33,2,Data Scientist,IT,11,Onsite,58,2,4,3,3,0,2,1,2,2,1,2,Europe
EMP0901,33,1,Project Manager,IT,5,Remote,51,0,3,2,2,0,1,1,1,1,2,2,Europe
EMP0902,60,1,Sales,Finance,8,Onsite,22,14,2,2,3,0,0,3,0,1,1,2,Africa
EMP0903,39,3,Software Engineer,Manufacturing,22,Onsite,26,7,3,2,3,1,2,4,2,5,1,1,Asia
EMP0904,58,2,Data Scientist,Healthcare,20,Remote,25,11,4,3,2,1,0,1,0,1,2,3,Asia
EMP0905,60,3,HR,Consulting,32,Hybrid,28,1,4,3,1,0,1,1,1,1,2,2,Africa
EMP0906,43,2,Project Manager,IT,30,Remote,54,3,5,1,2,0,0,1,0,1,2,3,North America
EMP0907,48,3,Designer,Consulting,3,Remote,34,13,5,2,0,1,1,5,0,3,2,1,Africa
EMP0908,60,2,Software Engineer,Retail,9,Hybrid,28,12,5,2,1,1,2,1,1,3,1,3,Africa
EMP0909,45,1,Software Engineer,Retail,15,Onsite,37,12,2,1,2,0,2,3,2,5,1,1,Africa
EMP0910,58,4,Software Engineer,IT,5,Remote,50,8,3,1,1,1,1,3,0,2,1,3,South America
EMP0911,22,4,Designer,IT,29,Hybrid,21,5,5,1,0,1,0,1,1,1,1,3,Europe
EMP0912,42,3,Data Scientist,Retail,3,Remote,32,0,5,2,3,1,0,2,2,5,1,3,Asia
EMP0913,44,3,Sales,Retail,28,Hybrid,56,10,3,1,1,0,0,4,2,1,2,1,Asia
EMP0914,43,4,Data Scientist,IT,34,Onsite,42,7,5,2,2,1,0,3,2,3,2,1,Asia
EMP0915,35,2,Designer,Consulting,33,Hybrid,22,1,3,2,2,1,1,3,2,3,2,1,North America
EMP0916,47,4,Software Engineer,Education,23,Remote,28,10,5,1,0,0,1,2,2,1,0,2,Africa
