Store,Week,Week_of_yr,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
8,101,1,6/1/12,872113.23,0,43.47,3.157,223.2409668,5.825
8,102,2,13-01-2012,817661.76,0,36.46,3.261,223.4242571,5.825
8,103,3,20-01-2012,813954.82,0,46.81,3.268,223.5188055,5.825
8,104,4,27-01-2012,778178.53,0,45.52,3.29,223.6133539,5.825
8,105,5,3/2/12,927610.69,0,45.56,3.36,223.7079023,5.825
8,106,6,10/2/12,1021400.42,1,35.71,3.409,223.8024507,5.825
8,107,7,17-02-2012,1096232.89,0,37.51,3.51,223.9658621,5.825
8,108,8,24-02-2012,928537.54,0,46.33,3.555,224.1809207,5.825
8,109,9,2/3/12,952264.91,0,50.95,3.63,224.3959793,5.825
8,110,10,9/3/12,960115.56,0,49.59,3.669,224.6110379,5.825
8,111,11,16-03-2012,921178.39,0,56.63,3.734,224.7657327,5.825
8,112,12,23-03-2012,874223.25,0,52.9,3.787,224.8399424,5.825
8,113,13,30-03-2012,905935.29,0,66.69,3.845,224.9141521,5.825
8,114,14,6/4/12,1046816.59,0,62.18,3.891,224.9883618,5.679
8,115,15,13-04-2012,909989.45,0,65.19,3.891,225.0625714,5.679
8,116,16,20-04-2012,872288.46,0,63.59,3.877,225.1179914,5.679
8,117,17,27-04-2012,879448.25,0,70.34,3.814,225.1734114,5.679
8,118,18,4/5/12,937232.09,0,73.96,3.749,225.2288314,5.679
8,119,19,11/5/12,920128.89,0,64.96,3.688,225.2842514,5.679
8,120,20,18-05-2012,913922.01,0,64.16,3.63,225.3002908,5.679
8,121,21,25-05-2012,895157.44,0,76.11,3.561,225.3005779,5.679
8,122,22,1/6/12,921161.2,0,78.31,3.501,225.300865,5.679
8,123,23,8/6/12,928820,0,74.28,3.452,225.3011521,5.679
8,124,24,15-06-2012,916918.7,0,77.14,3.393,225.3134743,5.679
8,125,25,22-06-2012,899449.65,0,78.85,3.346,225.3558843,5.679
8,126,26,29-06-2012,878298.22,0,84.47,3.286,225.3982943,5.679
8,127,27,6/7/12,936205.5,0,81.24,3.227,225.4407043,5.401
8,128,28,13-07-2012,890488.01,0,78.46,3.256,225.4831143,5.401
8,129,29,20-07-2012,888834.07,0,79.94,3.311,225.4930078,5.401
8,130,30,27-07-2012,838227.52,0,81.71,3.407,225.5029014,5.401
8,131,31,3/8/12,897076.73,0,85.06,3.417,225.5127949,5.401
8,132,32,10/8/12,930745.69,0,83.74,3.494,225.5226885,5.401
8,133,33,17-08-2012,896613.19,0,81.21,3.571,225.6050797,5.401
8,134,34,24-08-2012,936373.65,0,73.77,3.62,225.7418442,5.401
8,135,35,31-08-2012,976137.73,0,75.33,3.638,225.8786088,5.401
8,136,36,7/9/12,932160.37,1,80.87,3.73,226.0153733,5.401
8,137,37,14-09-2012,883569.38,0,67.21,3.717,226.1615981,5.401
8,138,38,21-09-2012,857796.45,0,66.96,3.721,226.3645848,5.401
8,139,39,28-09-2012,884724.41,0,71.1,3.666,226.5675714,5.401
8,140,40,5/10/12,976436.02,0,61.41,3.617,226.7705581,5.124
8,141,41,12/10/12,927511.99,0,55.03,3.601,226.9735448,5.124
8,142,42,19-10-2012,900309.75,0,62.99,3.594,227.0184166,5.124
8,143,43,26-10-2012,891671.44,0,64.74,3.506,227.0369359,5.124
9,1,5,5/2/10,549505.55,0,38.01,2.572,214.6554591,6.415
9,2,6,12/2/10,552677.48,1,37.08,2.548,214.8056534,6.415
9,3,7,19-02-2010,511327.9,0,43.06,2.514,214.8506185,6.415
9,4,8,26-02-2010,473773.27,0,43.83,2.561,214.8780453,6.415
9,5,9,5/3/10,507297.88,0,48.43,2.625,214.9054721,6.415
9,6,10,12/3/10,494145.8,0,55.76,2.667,214.932899,6.415
9,7,11,19-03-2010,485744.61,0,53.15,2.72,214.7597274,6.415
9,8,12,26-03-2010,484946.56,0,51.8,2.732,214.5531227,6.415
9,9,13,2/4/10,545206.32,0,65.21,2.719,214.3465181,6.384
9,10,14,9/4/10,529384.31,0,64.95,2.77,214.1399135,6.384
9,11,15,16-04-2010,485764.32,0,66.09,2.808,214.0001817,6.384
9,12,16,23-04-2010,488683.57,0,61.26,2.795,213.9496138,6.384
9,13,17,30-04-2010,491723.42,0,66.07,2.78,213.8990459,6.384
9,14,18,7/5/10,526128.61,0,68.58,2.835,213.848478,6.384
9,15,19,14-05-2010,492792.8,0,70.53,2.854,213.8469819,6.384
9,16,20,21-05-2010,506274.94,0,71.5,2.826,214.1399162,6.384
9,17,21,28-05-2010,558143.53,0,77.12,2.759,214.4328505,6.384
9,18,22,4/6/10,586061.46,0,79.65,2.705,214.7257848,6.384
9,19,23,11/6/10,522715.68,0,83.75,2.668,215.0187191,6.384
9,20,24,18-06-2010,513073.87,0,82.99,2.637,215.0166484,6.384
9,21,25,25-06-2010,509263.28,0,85.02,2.653,214.8965756,6.384
9,22,26,2/7/10,528832.54,0,78.55,2.669,214.7765028,6.442
9,23,27,9/7/10,485389.15,0,78.51,2.642,214.6564301,6.442
9,24,28,16-07-2010,474030.51,0,82.93,2.623,214.6474453,6.442
9,25,29,23-07-2010,462676.5,0,84.49,2.608,214.7865779,6.442
9,26,30,30-07-2010,468675.19,0,79.83,2.64,214.9257105,6.442
9,27,31,6/8/10,522815.45,0,87.09,2.627,215.064843,6.442
9,28,32,13-08-2010,481897.98,0,86.85,2.692,215.2039756,6.442
9,29,33,20-08-2010,499325.38,0,86.3,2.664,215.1619646,6.442
9,30,34,27-08-2010,506789.66,0,84.01,2.619,215.1199536,6.442
9,31,35,3/9/10,511049.06,0,82.47,2.577,215.0779426,6.442
9,32,36,10/9/10,484835.2,1,77.7,2.565,215.0359315,6.442
9,33,37,17-09-2010,463448.59,0,81.19,2.582,215.0615285,6.442
9,34,38,24-09-2010,452905.22,0,77.15,2.624,215.1378313,6.442
9,35,39,1/10/10,495692.19,0,69.08,2.603,215.2141341,6.56
9,36,40,8/10/10,505069.21,0,65.35,2.633,215.290437,6.56
9,37,41,15-10-2010,454769.68,0,67.36,2.72,215.3589917,6.56
9,38,42,22-10-2010,466322.76,0,69.99,2.725,215.4081762,6.56
9,39,43,29-10-2010,508801.61,0,64.43,2.716,215.4573607,6.56
9,40,44,5/11/10,517869.97,0,58.69,2.689,215.5065452,6.56
9,41,45,12/11/10,520846.68,0,61.59,2.728,215.5557297,6.56
9,42,46,19-11-2010,519823.3,0,49.96,2.771,215.4372854,6.56
9,43,47,26-11-2010,768070.53,1,60.18,2.735,215.2909028,6.56
9,44,48,3/12/10,578164.82,0,49.89,2.708,215.1445203,6.56
9,45,49,10/12/10,618121.82,0,46.1,2.843,214.9981378,6.56
9,46,50,17-12-2010,685243.2,0,49.7,2.869,214.9334937,6.56
9,47,51,24-12-2010,873347.55,0,50.93,2.886,214.9301534,6.56
9,48,52,31-12-2010,459770.85,1,45.92,2.943,214.9268131,6.56
9,49,1,7/1/11,490981.78,0,41.82,2.976,214.9234729,6.416
9,50,2,14-01-2011,458086.69,0,36.43,2.983,214.9749587,6.416
9,51,3,21-01-2011,454021.69,0,44.72,3.016,215.3554013,6.416
9,52,4,28-01-2011,463561.48,0,43.9,3.01,215.7358438,6.416
9,53,5,4/2/11,544612.28,0,31.82,2.989,216.1162864,6.416
9,54,6,11/2/11,555279.02,1,34.13,3.022,216.496729,6.416
9,55,7,18-02-2011,610985.56,0,58.5,3.045,216.8154856,6.416
9,56,8,25-02-2011,513107.2,0,59.01,3.065,217.1095679,6.416
9,57,9,4/3/11,542016.18,0,60.67,3.288,217.4036503,6.416
9,58,10,11/3/11,517783.5,0,54.75,3.459,217.6977326,6.416
9,59,11,18-03-2011,515226.11,0,63.82,3.488,217.9563371,6.416
9,60,12,25-03-2011,497488.4,0,68.79,3.473,218.2007506,6.416
9,61,13,1/4/11,520962.14,0,56.12,3.524,218.445164,6.38
9,62,14,8/4/11,561625.92,0,71.4,3.622,218.6895775,6.38
9,63,15,15-04-2011,528420.28,0,71.9,3.743,218.9134935,6.38
9,64,16,22-04-2011,549502.11,0,72.35,3.807,219.0861659,6.38
9,65,17,29-04-2011,532226.2,0,70.85,3.81,219.2588382,6.38
9,66,18,6/5/11,545251.1,0,62.2,3.906,219.4315106,6.38
9,67,19,13-05-2011,539126,0,77.66,3.899,219.6041829,6.38
9,68,20,20-05-2011,518266.9,0,70.49,3.907,219.3622809,6.38
9,69,21,27-05-2011,553834.04,0,80.42,3.786,219.1203788,6.38
9,70,22,3/6/11,587004.29,0,85.8,3.699,218.8784768,6.38
9,71,23,10/6/11,550076.32,0,85.81,3.648,218.6365747,6.38
9,72,24,17-06-2011,558671.14,0,89.15,3.637,218.5877333,6.38
9,73,25,24-06-2011,538745.93,0,86.74,3.594,218.6836874,6.38
9,74,26,1/7/11,537064.03,0,89.14,3.524,218.7796415,6.404
9,75,27,8/7/11,535983.13,0,89.04,3.48,218.8755955,6.404
9,76,28,15-07-2011,512834.04,0,90.45,3.575,218.9607242,6.404
9,77,29,22-07-2011,491449.94,0,89.08,3.651,219.0187895,6.404
9,78,30,29-07-2011,471449.98,0,91.1,3.682,219.0768548,6.404
9,79,31,5/8/11,554879.67,0,91.52,3.684,219.1349201,6.404
9,80,32,12/8/11,520284.79,0,91.63,3.638,219.1929854,6.404
9,81,33,19-08-2011,540819.44,0,85.8,3.554,219.2556109,6.404
9,82,34,26-08-2011,542663.53,0,88.95,3.523,219.3189965,6.404
9,83,35,2/9/11,544643.33,0,89.33,3.533,219.382382,6.404
9,84,36,9/9/11,528784.86,1,75.65,3.546,219.4457675,6.404
9,85,37,16-09-2011,500274.03,0,77.95,3.526,219.6297841,6.404
9,86,38,23-09-2011,506743.78,0,74.42,3.467,219.9746423,6.404
9,87,39,30-09-2011,508567.04,0,78.45,3.355,220.3195004,6.404
9,88,40,7/10/11,553836.98,0,72.62,3.285,220.6643585,6.054
9,89,41,14-10-2011,529515.66,0,67.27,3.274,220.9836849,6.054
9,90,42,21-10-2011,557075.21,0,65.46,3.353,221.1498206,6.054
9,91,43,28-10-2011,548527.49,0,63.96,3.372,221.3159563,6.054
9,92,44,4/11/11,597855.07,0,54.46,3.332,221.4820921,6.054
9,93,45,11/11/11,594574.12,0,58.28,3.297,221.6482278,6.054
9,94,46,18-11-2011,542414.27,0,58.8,3.308,221.8803923,6.054
9,95,47,25-11-2011,814753.5,1,54.32,3.236,222.1389683,6.054
9,96,48,2/12/11,613115.21,0,46.84,3.172,222.3975443,6.054
9,97,49,9/12/11,630327.28,0,37.65,3.158,222.6561203,6.054
9,98,50,16-12-2011,705557.97,0,47.31,3.159,222.8825484,6.054
9,99,51,23-12-2011,905324.68,0,44.43,3.112,223.0661125,6.054
9,100,52,30-12-2011,549788.36,1,43.41,3.129,223.2496766,6.054
9,101,1,6/1/12,519585.67,0,47.54,3.157,223.4332408,5.667
9,102,2,13-01-2012,474964.6,0,42.44,3.261,223.6168049,5.667
9,103,3,20-01-2012,480130.04,0,51.56,3.268,223.7114288,5.667
9,104,4,27-01-2012,482451.21,0,49.38,3.29,223.8060527,5.667
9,105,5,3/2/12,549967.89,0,54.43,3.36,223.9006766,5.667
9,106,6,10/2/12,609736.12,1,44.03,3.409,223.9953006,5.667
9,107,7,17-02-2012,658965.05,0,43.81,3.51,224.1588663,5.667
9,108,8,24-02-2012,563578.79,0,53.67,3.555,224.3741384,5.667
9,109,9,2/3/12,619498.28,0,57.2,3.63,224.5894104,5.667
9,110,10,9/3/12,574955.95,0,54.03,3.669,224.8046825,5.667
9,111,11,16-03-2012,550373.57,0,59.94,3.734,224.9594902,5.667
9,112,12,23-03-2012,550791.32,0,58.79,3.787,225.0336786,5.667
9,113,13,30-03-2012,574985.37,0,67.87,3.845,225.107867,5.667
9,114,14,6/4/12,677885.99,0,68.83,3.891,225.1820555,5.539
9,115,15,13-04-2012,578539.86,0,69.19,3.891,225.2562439,5.539
9,116,16,20-04-2012,542819.03,0,68.04,3.877,225.3117488,5.539
9,117,17,27-04-2012,550414.99,0,73.07,3.814,225.3672537,5.539
9,118,18,4/5/12,586289.08,0,78.98,3.749,225.4227585,5.539
9,119,19,11/5/12,592572.3,0,70.94,3.688,225.4782634,5.539
9,120,20,18-05-2012,571463.93,0,69.52,3.63,225.4942498,5.539
9,121,21,25-05-2012,547226,0,79.69,3.561,225.4944288,5.539
9,122,22,1/6/12,583648.59,0,80.26,3.501,225.4946078,5.539
9,123,23,8/6/12,582525.42,0,78.91,3.452,225.4947868,5.539
9,124,24,15-06-2012,564606.1,0,82.21,3.393,225.5070634,5.539
9,125,25,22-06-2012,562173.12,0,81.05,3.346,225.5495841,5.539
9,126,26,29-06-2012,544770.7,0,87.18,3.286,225.5921049,5.539
9,127,27,6/7/12,578790.36,0,84.15,3.227,225.6346256,5.277
9,128,28,13-07-2012,536537.64,0,82.39,3.256,225.6771463,5.277
9,129,29,20-07-2012,513991.57,0,83.39,3.311,225.6871121,5.277
9,130,30,27-07-2012,495951,0,86.41,3.407,225.6970779,5.277
9,131,31,3/8/12,533887.54,0,90.23,3.417,225.7070437,5.277
9,132,32,10/8/12,538713.47,0,88.66,3.494,225.7170094,5.277
9,133,33,17-08-2012,535153.47,0,86.37,3.571,225.7995323,5.277
9,134,34,24-08-2012,572887.78,0,77.9,3.62,225.9364729,5.277
9,135,35,31-08-2012,576879.15,0,80.71,3.638,226.0734135,5.277
9,136,36,7/9/12,565812.29,1,87.93,3.73,226.2103541,5.277
9,137,37,14-09-2012,523427.35,0,73.55,3.717,226.3567545,5.277
9,138,38,21-09-2012,533756.88,0,69.92,3.721,226.5599138,5.277
9,139,39,28-09-2012,516361.06,0,76.8,3.666,226.7630732,5.277
9,140,40,5/10/12,606755.3,0,66.61,3.617,226.9662325,4.954
9,141,41,12/10/12,558464.8,0,60.09,3.601,227.1693919,4.954
9,142,42,19-10-2012,542009.46,0,68.01,3.594,227.214288,4.954
9,143,43,26-10-2012,549731.49,0,69.52,3.506,227.2328068,4.954
10,1,5,5/2/10,2193048.75,0,54.34,2.962,126.4420645,9.765
10,2,6,12/2/10,2176028.52,1,49.96,2.828,126.4962581,9.765
10,3,7,19-02-2010,2113432.58,0,58.22,2.915,126.5262857,9.765
10,4,8,26-02-2010,2006774.96,0,52.77,2.825,126.5522857,9.765
10,5,9,5/3/10,1987090.09,0,55.92,2.877,126.5782857,9.765
10,6,10,12/3/10,1941346.13,0,52.33,3.034,126.6042857,9.765
10,7,11,19-03-2010,1946875.06,0,61.46,3.054,126.6066452,9.765
10,8,12,26-03-2010,1893532.46,0,60.05,2.98,126.6050645,9.765
10,9,13,2/4/10,2138651.97,0,63.66,3.086,126.6034839,9.524
10,10,14,9/4/10,2041069.37,0,65.29,3.004,126.6019032,9.524
10,11,15,16-04-2010,1826241.44,0,69.74,3.109,126.5621,9.524
10,12,16,23-04-2010,1829521.83,0,66.42,3.05,126.4713333,9.524
10,13,17,30-04-2010,1790694.59,0,69.76,3.105,126.3805667,9.524
10,14,18,7/5/10,1921432.16,0,71.06,3.127,126.2898,9.524
10,15,19,14-05-2010,1808056.41,0,73.88,3.145,126.2085484,9.524
10,16,20,21-05-2010,1847613.58,0,78.32,3.12,126.1843871,9.524
10,17,21,28-05-2010,1904618.17,0,76.67,3.058,126.1602258,9.524
10,18,22,4/6/10,1931406.28,0,82.82,2.941,126.1360645,9.524
10,19,23,11/6/10,1827521.71,0,89.67,3.057,126.1119032,9.524
10,20,24,18-06-2010,1837636.24,0,83.49,2.935,126.114,9.524
10,21,25,25-06-2010,1768172.31,0,90.32,3.084,126.1266,9.524
10,22,26,2/7/10,1845893.87,0,92.89,2.978,126.1392,9.199
10,23,27,9/7/10,1769793.37,0,91.03,3.1,126.1518,9.199
10,24,28,16-07-2010,1828052.47,0,91.8,2.971,126.1498065,9.199
10,25,29,23-07-2010,1831676.03,0,88.44,3.112,126.1283548,9.199
10,26,30,30-07-2010,1832664.03,0,85.03,3.017,126.1069032,9.199
10,27,31,6/8/10,1949236.09,0,86.13,3.123,126.0854516,9.199
10,28,32,13-08-2010,1962996.7,0,88.37,3.049,126.064,9.199
10,29,33,20-08-2010,1983190.56,0,89.88,3.041,126.0766452,9.199
10,30,34,27-08-2010,1727565.42,0,84.99,3.022,126.0892903,9.199
10,31,35,3/9/10,1766331.45,0,83.8,3.087,126.1019355,9.199
10,32,36,10/9/10,1720530.23,1,84.04,2.961,126.1145806,9.199
10,33,37,17-09-2010,1716755.78,0,85.52,3.028,126.1454667,9.199
10,34,38,24-09-2010,1655036.75,0,85.75,2.939,126.1900333,9.199
10,35,39,1/10/10,1645892.97,0,86.01,3.001,126.2346,9.003
10,36,40,8/10/10,1772192.42,0,77.04,2.924,126.2791667,9.003
10,37,41,15-10-2010,1703850.25,0,75.48,3.08,126.3266774,9.003
10,38,42,22-10-2010,1740234.06,0,68.12,3.014,126.3815484,9.003
10,39,43,29-10-2010,1741308.56,0,68.76,3.13,126.4364194,9.003
10,40,44,5/11/10,1832211.96,0,71.04,3.009,126.4912903,9.003
10,41,45,12/11/10,1895901.59,0,61.24,3.13,126.5461613,9.003
10,42,46,19-11-2010,1949177.13,0,58.83,3.047,126.6072,9.003
10,43,47,26-11-2010,2939946.38,1,55.33,3.162,126.6692667,9.003
10,44,48,3/12/10,2251206.64,0,51.17,3.041,126.7313333,9.003
10,45,49,10/12/10,2411790.21,0,60.51,3.091,126.7934,9.003
10,46,50,17-12-2010,2811646.85,0,59.15,3.125,126.8794839,9.003
10,47,51,24-12-2010,3749057.69,0,57.06,3.236,126.9835806,9.003
10,48,52,31-12-2010,1707298.14,1,49.67,3.148,127.0876774,9.003
10,49,1,7/1/11,1714309.9,0,43.43,3.287,127.1917742,8.744
10,50,2,14-01-2011,1710803.59,0,49.98,3.312,127.3009355,8.744
10,51,3,21-01-2011,1677556.18,0,56.75,3.336,127.4404839,8.744
10,52,4,28-01-2011,1715769.05,0,53.03,3.231,127.5800323,8.744
10,53,5,4/2/11,1968045.91,0,44.88,3.348,127.7195806,8.744
10,54,6,11/2/11,2115408.31,1,51.51,3.381,127.859129,8.744
10,55,7,18-02-2011,2106934.55,0,61.77,3.43,127.99525,8.744
10,56,8,25-02-2011,1967996.71,0,53.59,3.398,128.13,8.744
10,57,9,4/3/11,1958003.19,0,56.96,3.674,128.26475,8.744
10,58,10,11/3/11,1933469.15,0,64.22,3.63,128.3995,8.744
10,59,11,18-03-2011,1884734.31,0,70.12,3.892,128.5121935,8.744
10,60,12,25-03-2011,1815798.85,0,62.53,3.716,128.6160645,8.744
10,61,13,1/4/11,1827733.18,0,67.64,3.772,128.7199355,8.494
10,62,14,8/4/11,1870720.73,0,73.03,3.818,128.8238065,8.494
10,63,15,15-04-2011,1781767.22,0,61.05,4.089,128.9107333,8.494
10,64,16,22-04-2011,2004831.14,0,75.93,3.917,128.9553,8.494
10,65,17,29-04-2011,1873646.34,0,73.38,4.151,128.9998667,8.494
10,66,18,6/5/11,1841369.99,0,73.56,4.193,129.0444333,8.494
10,67,19,13-05-2011,1712995.44,0,74.04,4.202,129.089,8.494
10,68,20,20-05-2011,1720908.01,0,72.62,3.99,129.0756774,8.494
10,69,21,27-05-2011,1743000.38,0,78.62,3.933,129.0623548,8.494
10,70,22,3/6/11,1792210.89,0,81.87,3.893,129.0490323,8.494
10,71,23,10/6/11,1740063.1,0,84.57,3.981,129.0357097,8.494
10,72,24,17-06-2011,1817934.76,0,87.96,3.935,129.0432,8.494
10,73,25,24-06-2011,1711813.13,0,90.69,3.807,129.0663,8.494
10,74,26,1/7/11,1751369.75,0,95.36,3.842,129.0894,8.257
10,75,27,8/7/11,1699708.38,0,88.57,3.793,129.1125,8.257
10,76,28,15-07-2011,1775068.4,0,86.01,3.779,129.1338387,8.257
10,77,29,22-07-2011,1774342.61,0,88.59,3.697,129.1507742,8.257
10,78,30,29-07-2011,1745841.33,0,86.75,3.694,129.1677097,8.257
10,79,31,5/8/11,1886299.98,0,89.8,3.803,129.1846452,8.257
10,80,32,12/8/11,1917397.63,0,85.61,3.794,129.2015806,8.257
10,81,33,19-08-2011,1954849.68,0,87.4,3.743,129.2405806,8.257
10,82,34,26-08-2011,1728399.07,0,91.59,3.663,129.2832581,8.257
10,83,35,2/9/11,1758587.35,0,91.61,3.798,129.3259355,8.257
10,84,36,9/9/11,1670579.82,1,89.06,3.771,129.3686129,8.257
10,85,37,16-09-2011,1650894.3,0,77.49,3.784,129.4306,8.257
10,86,38,23-09-2011,1685910.53,0,82.51,3.789,129.5183333,8.257
10,87,39,30-09-2011,1627707.31,0,82.27,3.877,129.6060667,8.257
10,88,40,7/10/11,1788227.6,0,75.01,3.827,129.6938,7.874
10,89,41,14-10-2011,1704753.02,0,70.27,3.698,129.7706452,7.874
10,90,42,21-10-2011,1745928.56,0,77.91,3.842,129.7821613,7.874
10,91,43,28-10-2011,1771792.97,0,72.79,3.843,129.7936774,7.874
10,92,44,4/11/11,1904438.59,0,68.57,3.828,129.8051935,7.874
10,93,45,11/11/11,2076570.84,0,55.28,3.677,129.8167097,7.874
10,94,46,18-11-2011,1869087.85,0,58.97,3.669,129.8268333,7.874
10,95,47,25-11-2011,2950198.64,1,60.68,3.76,129.8364,7.874
10,96,48,2/12/11,2068097.18,0,57.29,3.701,129.8459667,7.874
10,97,49,9/12/11,2429310.9,0,42.58,3.644,129.8555333,7.874
10,98,50,16-12-2011,2555031.18,0,50.53,3.489,129.8980645,7.874
10,99,51,23-12-2011,3487986.89,0,48.36,3.541,129.9845484,7.874
10,100,52,30-12-2011,1930690.37,1,48.92,3.428,130.0710323,7.874
10,101,1,6/1/12,1683401.78,0,59.85,3.443,130.1575161,7.545
10,102,2,13-01-2012,1711562.73,0,51,3.477,130.244,7.545
10,103,3,20-01-2012,1675562.94,0,54.51,3.66,130.2792258,7.545
10,104,4,27-01-2012,1632406,0,53.59,3.675,130.3144516,7.545
10,105,5,3/2/12,1867403.01,0,56.85,3.543,130.3496774,7.545
10,106,6,10/2/12,2218595.8,1,55.73,3.722,130.3849032,7.545
10,107,7,17-02-2012,2168709.76,0,54.12,3.781,130.4546207,7.545
10,108,8,24-02-2012,2039415.74,0,56.02,3.95,130.5502069,7.545
10,109,9,2/3/12,1990371.02,0,57.62,3.882,130.6457931,7.545
10,110,10,9/3/12,1917483.1,0,57.65,3.963,130.7413793,7.545
10,111,11,16-03-2012,1930814.66,0,62.11,4.273,130.8261935,7.545
10,112,12,23-03-2012,1837457.69,0,56.54,4.288,130.8966452,7.545
10,113,13,30-03-2012,1815760.42,0,67.92,4.294,130.9670968,7.545
10,114,14,6/4/12,2163384.17,0,65.99,4.282,131.0375484,7.382
10,115,15,13-04-2012,1974687.51,0,70.28,4.254,131.108,7.382
10,116,16,20-04-2012,1777166.53,0,67.75,4.111,131.1173333,7.382
10,117,17,27-04-2012,1712987.56,0,80.11,4.088,131.1266667,7.382
10,118,18,4/5/12,1821364.42,0,77.02,4.058,131.136,7.382
10,119,19,11/5/12,1792345.3,0,76.03,4.186,131.1453333,7.382
10,120,20,18-05-2012,1795152.73,0,85.19,4.308,131.0983226,7.382
10,121,21,25-05-2012,1830939.1,0,86.03,4.127,131.0287742,7.382
10,122,22,1/6/12,1767471.48,0,80.06,4.277,130.9592258,7.382
10,123,23,8/6/12,1840491.41,0,86.87,4.103,130.8896774,7.382
10,124,24,15-06-2012,1811562.88,0,88.58,4.144,130.8295333,7.382
10,125,25,22-06-2012,1755334.18,0,89.92,4.014,130.7929,7.382
10,126,26,29-06-2012,1707481.9,0,91.36,3.875,130.7562667,7.382
10,127,27,6/7/12,1805999.79,0,86.87,3.666,130.7196333,7.17
10,128,28,13-07-2012,1765571.91,0,89.8,3.723,130.683,7.17
10,129,29,20-07-2012,1869967.03,0,84.45,3.589,130.7012903,7.17
10,130,30,27-07-2012,1817603.66,0,83.98,3.769,130.7195806,7.17
10,131,31,3/8/12,1939440.09,0,84.76,3.595,130.737871,7.17
10,132,32,10/8/12,1880436.94,0,90.78,3.811,130.7561613,7.17
10,133,33,17-08-2012,1827797.4,0,88.83,4.002,130.7909677,7.17
10,134,34,24-08-2012,1764984.15,0,82.5,4.055,130.8381613,7.17
10,135,35,31-08-2012,1650285.54,0,86.97,3.886,130.8853548,7.17
10,136,36,7/9/12,1708283.28,1,83.07,4.124,130.9325484,7.17
10,137,37,14-09-2012,1640168.99,0,78.47,3.966,130.9776667,7.17
10,138,38,21-09-2012,1671857.57,0,81.93,4.125,131.0103333,7.17
10,139,39,28-09-2012,1694862.41,0,82.52,3.966,131.043,7.17
10,140,40,5/10/12,1758971.38,0,80.88,4.132,131.0756667,6.943
10,141,41,12/10/12,1713889.11,0,76.03,4.468,131.1083333,6.943
10,142,42,19-10-2012,1734834.82,0,72.71,4.449,131.1499677,6.943
10,143,43,26-10-2012,1744349.05,0,70.5,4.301,131.1930968,6.943
11,1,5,5/2/10,1528008.64,0,46.04,2.572,214.4248812,7.368
11,2,6,12/2/10,1574684.08,1,48.01,2.548,214.5747916,7.368
11,3,7,19-02-2010,1503298.7,0,48.3,2.514,214.6198868,7.368
11,4,8,26-02-2010,1336404.65,0,52.79,2.561,214.6475127,7.368
11,5,9,5/3/10,1426622.65,0,53.96,2.625,214.6751386,7.368
11,6,10,12/3/10,1331883.16,0,64.1,2.667,214.7027646,7.368
11,7,11,19-03-2010,1364207,0,61.51,2.72,214.5301219,7.368
11,8,12,26-03-2010,1245624.27,0,58.09,2.732,214.3241011,7.368
11,9,13,2/4/10,1446210.26,0,66.16,2.719,214.1180803,7.343
11,10,14,9/4/10,1470308.32,0,69.57,2.77,213.9120595,7.343
11,11,15,16-04-2010,1323243.35,0,67.81,2.808,213.7726889,7.343
11,12,16,23-04-2010,1283766.55,0,68.37,2.795,213.7221852,7.343
11,13,17,30-04-2010,1239766.89,0,71.13,2.78,213.6716815,7.343
11,14,18,7/5/10,1312329.78,0,75.57,2.835,213.6211778,7.343
11,15,19,14-05-2010,1266796.13,0,77.64,2.854,213.6196139,7.343
11,16,20,21-05-2010,1271646.62,0,76.97,2.826,213.9116886,7.343
11,17,21,28-05-2010,1264272.52,0,79.69,2.759,214.2037634,7.343
11,18,22,4/6/10,1396322.19,0,79.66,2.705,214.4958382,7.343
11,19,23,11/6/10,1339570.85,0,82.81,2.668,214.787913,7.343
11,20,24,18-06-2010,1336522.92,0,84.13,2.637,214.7858259,7.343
11,21,25,25-06-2010,1262025.08,0,84.5,2.653,214.6660741,7.343
11,22,26,2/7/10,1302600.14,0,83.09,2.669,214.5463222,7.346
11,23,27,9/7/10,1280156.47,0,83.01,2.642,214.4265704,7.346
11,24,28,16-07-2010,1290609.54,0,84.9,2.623,214.4176476,7.346
11,25,29,23-07-2010,1244390.03,0,84.57,2.608,214.5564968,7.346
11,26,30,30-07-2010,1250178.89,0,83.26,2.64,214.695346,7.346
11,27,31,6/8/10,1369634.92,0,86.54,2.627,214.8341952,7.346
11,28,32,13-08-2010,1384339.1,0,87.73,2.692,214.9730444,7.346
11,29,33,20-08-2010,1430192.37,0,88.93,2.664,214.9314191,7.346
11,30,34,27-08-2010,1311263.07,0,87.7,2.619,214.8897938,7.346
11,31,35,3/9/10,1303914.27,0,84.94,2.577,214.8481685,7.346
11,32,36,10/9/10,1231428.46,1,81.93,2.565,214.8065431,7.346
11,33,37,17-09-2010,1215676.31,0,83.04,2.582,214.8322484,7.346
11,34,38,24-09-2010,1170103.25,0,77.36,2.624,214.9084516,7.346
11,35,39,1/10/10,1182490.46,0,75.11,2.603,214.9846548,7.564
11,36,40,8/10/10,1293472.8,0,68.71,2.633,215.060858,7.564
11,37,41,15-10-2010,1175003.67,0,71.46,2.72,215.1293114,7.564
11,38,42,22-10-2010,1169831.38,0,72.6,2.725,215.17839,7.564
